214.46,221.47,214.21,219.52,219.52
223.82,224.8,210.32,210.66,210.66
222.67,224.66,218.86,223.27,223.27
224.88,228.22,219.56,221.1,221.1
217.07,222.98,214.09,222.72,222.72
211.15,219.8,210.8,216.12,216.12
205.02,215.88,204.82,214.14,214.14
207.39,208.44,198.75,201.38,201.38
198.47,208.49,197.06,207.83,207.83
199.02,199.26,194.67,197.49,197.49
197.05,200.88,195.11,200,200
195.7,200.7,192.04,198.84,198.84
200.77,203.49,191.48,191.76,191.76
200.75,202.9,192.67,200.64,200.64
185.22,203.88,182,198.88,198.88
214.88,216.13,205.78,207.67,207.67
227.69,231.87,214.33,216.86,216.86
227.9,234.68,226.79,232.07,232.07
232.25,232.41,220,222.62,222.62
224.9,234.27,224.7,232.1,232.1
221.19,222.28,215.33,219.8,219.8
216.8,226,216.23,220.25,220.25
225.42,225.99,214.71,215.99,215.99
253.6,255.76,245.63,246.38,246.38
244.21,253.21,243.75,251.51,251.51
247.79,249.44,236.83,239.2,239.2
251.09,257.14,247.2,249.23,249.23
252.73,258.47,246.18,248.5,248.5
255.31,258.62,245.8,256.56,256.56
255.97,265.6,251.73,252.64,252.64
235.8,251.84,233.09,248.23,248.23
263.3,271,239.65,241.03,241.03
262.8,267.59,257.86,263.26,263.26
251,265.61,250.3,262.33,262.33
247.71,259.44,244.57,252.94,252.94
249.81,252.37,242.46,251.52,251.52
234.56,248.35,234.25,246.39,246.39
218.89,231.3,218.06,231.26,231.26
201.02,213.23,200.85,209.86,209.86
199.55,203.2,195.26,197.88,197.88
195.17,198.72,194.05,197.42,197.42
186.54,197.76,186.36,196.37,196.37
184.4,187.97,182.01,187.35,187.35
184.97,188.8,182.55,182.58,182.58
182.3,183.95,180.69,183.01,183.01
184.68,185.21,179.66,181.57,181.57
186.56,187.2,182.37,184.86,184.86
177.92,188.81,177,187.44,187.44
185.8,186,176.92,178.01,178.01
188.39,191.08,181.23,182.47,182.47
171.12,180.55,169.8,177.29,177.29
173.92,174.75,167.41,170.66,170.66
176.06,178.57,173.17,173.79,173.79
176.13,179.35,175.58,177.48,177.48
174.6,179.73,172.73,177.94,177.94
175.35,176.15,172.13,175,175
174.78,177.76,174,174.77,174.77
178.13,182.64,174.49,176.29,176.29
178.5,180.32,173.82,178.08,178.08
178.58,182.67,175.38,178.79,178.79
174.19,178.15,173.93,176.19,176.19
176.4,178.25,173.16,176.75,176.75
174.84,180.08,173.73,179.24,179.24
181.8,181.9,173.26,173.74,173.74
182.85,183.8,178.12,180.11,180.11
175.51,186.88,174.71,186.6,186.6
177.56,177.75,173.52,174.95,174.95
173.55,179.63,172.75,177.46,177.46
174.1,175.79,171.43,174.84,174.84
179.9,180,173.11,173.99,173.99
174.5,179.49,174.07,177.55,177.55
170,175.4,169,171.89,171.89
173.05,173.06,167.75,168.47,168.47
175.01,175.62,171.37,171.97,171.97
171.59,176.06,170.15,174.72,174.72
182.4,183.26,177.4,177.81,177.81
183.8,187.56,182.2,184.76,184.76
182.1,184.78,178.42,181.19,181.19
182.86,184.6,176.02,180.01,180.01
182,185.86,179.01,179.99,179.99
186.98,190.95,182.84,183.28,183.28
188.42,198.87,184.54,194.05,194.05
168.85,172.12,166.37,168.29,168.29
158.96,170.88,158.36,170.18,170.18
162.84,167.97,157.51,162.13,162.13
143.33,147.26,141.11,144.68,144.68
140.56,144.44,138.8,142.05,142.05
148.97,150.94,146.22,147.05,147.05
151.25,152.2,148.7,149.93,149.93
157.64,158.33,153.78,155.45,155.45
156.74,158.19,153.75,157.11,157.11
170.24,170.69,161.38,161.48,161.48
172.34,173.81,170.36,171.05,171.05
172.55,175.88,168.51,174.6,174.6
173.04,174.93,170.01,171.76,171.76
172.91,179.22,171.92,176.88,176.88
169.34,174.5,167.79,172.98,172.98
169.08,170.86,160.51,164.9,164.9
170.07,177.19,168.01,171.11,171.11
164.02,168.82,163.28,168.38,168.38
164.75,167.69,163.43,166.63,166.63
176.17,176.75,170.21,175.22,175.22
177.45,179.57,175.3,175.79,175.79
181.41,181.91,176,179.83,179.83
178.58,184.25,177.38,177.67,177.67
168.76,175.24,168.73,172.63,172.63
166.69,171.2,166.3,170.83,170.83
176.39,178.18,171.8,172.82,172.82
173,176.25,170.82,175.66,175.66
172.36,172.82,167.42,171.32,171.32
170.02,174.72,165.9,173.8,173.8
163.16,165.18,160.76,163.57,163.57
167.77,171.17,160.51,162.5,162.5
173.05,176.05,169.15,169.48,169.48
177.77,179.43,172.41,177.54,177.54
175.45,182.87,174.8,177.77,177.77
181.5,182.73,174.7,175.34,175.34
174.35,180.04,173.7,178.65,178.65
179.99,181.58,173.7,176.54,176.54
183.05,184.59,177.57,180.74,180.74
198.73,199.75,186.72,188.14,188.14
200.52,204.52,198.5,202.64,202.64
204.18,205.28,198.45,201.88,201.88
200.42,205.3,198.44,202.04,202.04
204.04,205.6,198.26,199.73,199.73
192.29,201.78,192,199.4,199.4
195.31,197.57,191.5,191.97,191.97
194,198.32,191.36,197.41,197.41
193.36,199.44,191.95,194.77,194.77
196.13,198.6,189.13,193.76,193.76
202.06,203.17,197.4,199.95,199.95
189.16,200.88,188.86,200.45,200.45
185.3,188.89,183.35,188.71,188.71
183.99,187.26,182.11,184.02,184.02
192.11,194.73,187.28,188.13,188.13
190.18,194.12,189.48,193.57,193.57
189,191.62,185.58,189.56,189.56
188.18,189.79,182.68,187.58,187.58
177.21,186.49,177.11,185.1,185.1
184.26,184.68,175.01,181.06,181.06
185.04,188.69,182,187.91,187.91
188.5,189.88,184.28,188.86,188.86
187,193.97,185.85,187.29,187.29
195.33,196.36,190.61,191.59,191.59
185.63,191.48,183.67,190.93,190.93
185.5,186.78,182.1,183.25,183.25
189.7,193,180.06,182.63,182.63
211.88,212.73,206.77,207.83,207.83
211.3,215.65,207.75,209.14,209.14
212.26,217.8,206.27,208.8,208.8
209.99,213.19,207.56,212.19,212.19
216.88,217.45,208.74,211.88,211.88
214.86,215.67,212.01,215.55,215.55
215.1,223.49,212.18,219.91,219.91
220.08,225.34,217.15,218.89,218.89
230.57,230.93,225.37,227.22,227.22
235.1,235.5,231.29,233.94,233.94
238.11,238.96,232.04,234.96,234.96
236.14,241.25,235.3,240.45,240.45
236.86,240.12,234.9,237.49,237.49
239.25,242.7,237.73,237.93,237.93
244.98,245.68,236.32,238.45,238.45
250.08,251.25,244.41,248.42,248.42
255.1,255.19,247.43,248.48,248.48
263.66,265.13,252.71,253.18,253.18
258.35,263.34,257.52,261.44,261.44
254.49,257.97,252.91,256.61,256.61
256.76,258.22,251.37,252.54,252.54
251.9,254.8,248.55,254.5,254.5
256.41,259.84,247,247.14,247.14
253.48,258.34,253.01,257.22,257.22
253.78,258.74,251.36,252.08,252.08
251.21,254.13,248.3,253.5,253.5
241.22,253.88,240.79,251.05,251.05
234.19,240.3,228.2,239.29,239.29
238.55,238.99,233.87,237.01,237.01
242.74,243.44,237.45,239.74,239.74
240.27,245.27,239.27,243.84,243.84
241.55,244.08,236.98,242.64,242.64
242.92,246.57,239.17,239.37,239.37
233.87,246.66,233.7,238.72,238.72
235.75,239.37,233.29,235.58,235.58
233.14,240.19,231.9,238.83,238.83
245.14,245.22,236.91,240.08,240.08
249.21,252.75,242.76,244.14,244.14
236.68,247,234.01,246.72,246.72
236.89,238.33,232.1,236.08,236.08
233.75,238.75,232.33,235.45,235.45
242.04,244.01,231.4,234.21,234.21
235.04,243.62,233.34,241.2,241.2
234.04,237.1,231.02,235.6,235.6
232,237.39,226.54,234.3,234.3
239.49,240.88,230.96,233.59,233.59
239.29,246.7,236.45,242.84,242.84
